,DESTINATION,KEYWORDS,ORIGIN
53715,ORD,extra,DTW
53716,ORD,seat,DTW
53717,ORD,allow,DTW
53718,ORD,list,DTW
53719,ORD,name,DTW
53720,ORD,called,DTW
53721,ORD,customer,DTW
53722,ORD,service,DTW
53723,ORD,twice,DTW
53724,ORD,list,DTW
53725,ORD,standby,DTW
53726,ORD,yet,DTW
53727,ORD,gate,DTW
53728,ORD,agent,DTW
53729,ORD,allow,DTW
53730,ORD,explanation,DTW
53731,ORD,seemed,DTW
53732,ORD,incorrect,DTW
53733,ORD,request,DTW
53734,ORD,supervisor,DTW
53735,ORD,ignored,DTW
53736,ORD,wanted,DTW
53737,ORD,clear,DTW
53738,ORD,understanding,DTW
53739,ORD,listed,DTW
53740,ORD,pay,DTW
53741,ORD,change,DTW
53742,ORD,fee,DTW
53743,ORD,flight,DTW
53744,ORD,refusing,DTW
53745,ORD,help,DTW
53746,ORD,terrible,DTW
53747,ORD,customer,DTW
53748,ORD,service,DTW
53749,ORD,flight,HNL
53750,ORD,7,HNL
53751,ORD,hours,HNL
53752,ORD,ways,HNL
53753,ORD,meal,HNL
53754,ORD,served,HNL
53755,ORD,pay,HNL
53756,ORD,tablet,HNL
53757,ORD,rentals,HNL
53758,ORD,ridiculous,HNL
53759,ORD,europe,HNL
53760,ORD,amenities,HNL
53761,ORD,always,HNL
53762,ORD,included,HNL
53763,IAH,flight,EWR
53764,IAH,delay,EWR
53765,IAH,inconvenience,EWR
53766,ORD,food,AUS
53767,ORD,horrible,AUS
53768,ORD,service,AUS
53769,ORD,1st,AUS
53770,ORD,class,AUS
53771,PBI,organization,EWR
53772,PBI,boarding,EWR
53773,PBI,priority,EWR
53774,PBI,lines,EWR
53775,PBI,poorly,EWR
53776,PBI,set,EWR
53777,PBI,creates,EWR
53778,PBI,confusion,EWR
53779,PBI,arguments,EWR
53780,PBI,amongst,EWR
53781,PBI,passengers,EWR
53782,PBI,planning,EWR
53783,ORD,sitting,ATL
53784,ORD,large,ATL
53785,ORD,individual,ATL
53786,ORD,large,ATL
53787,ORD,arm,ATL
53788,ORD,rest,ATL
53789,ORD,pulled,ATL
53790,ORD,back,ATL
53791,ORD,pull,ATL
53792,ORD,hit,ATL
53793,ORD,inside,ATL
53794,ORD,blade,ATL
53795,ORD,therefore,ATL
53796,ORD,imagine,ATL
53797,ORD,much,ATL
53798,ORD,spilled,ATL
53799,ORD,seat,ATL
53800,ORD,literally,ATL
53801,ORD,took,ATL
53802,ORD,13,ATL
53803,ORD,seat,ATL
53804,ORD,absurd,ATL
53805,ORD,uncomfortable,ATL
53806,ORD,partially,ATL
53807,ORD,aisle,ATL
53808,ORD,everyone,ATL
53809,ORD,bumping,ATL
53810,ORD,couldnt,ATL
53811,ORD,seat,ATL
53812,ORD,bc,ATL
53813,ORD,person,ATL
53814,ORD,frequent,ATL
53815,ORD,flyer,ATL
53816,ORD,86k,ATL
53817,ORD,miles,ATL
53818,ORD,2017,ATL
53819,ORD,expect,ATL
53820,ORD,better,ATL
53821,ORD,arrangements,ATL
53822,ORD,cant,ATL
53823,ORD,comfortable,ATL
53824,ORD,larger,ATL
53825,ORD,person,ATL
53826,ORD,either,ATL
53827,ORD,people,ATL
53828,ORD,getting,ATL
53829,ORD,fatter,ATL
53830,ORD,society,ATL
53831,ORD,something,ATL
53832,ORD,needs,ATL
53833,ORD,done,ATL
53834,ORD,accommodate,ATL
53835,ORD,sake,ATL
53836,ORD,people,ATL
53837,ORD,sit,ATL
53838,ORD,say,ATL
53839,ORD,anything,ATL
53840,ORD,staff,ATL
53841,ORD,try,ATL
53842,ORD,polite,ATL
53843,ORD,happens,ATL
53844,ORD,say,ATL
53845,ORD,something,ATL
53846,ORD,offer,ATL
53847,ORD,overweight,ATL
53848,ORD,people,ATL
53849,ORD,second,ATL
53850,ORD,seat,ATL
53851,ORD,half,ATL
53852,ORD,price,ATL
53853,ORD,maybe,ATL
53854,ORD,doctors,ATL
53855,ORD,note,ATL
53856,ORD,required,ATL
53857,ORD,seats,ATL
53858,ORD,severely,ATL
53859,ORD,disappointed,ATL
53860,ORD,service,ATL
53861,JAX,original,ORD
53862,JAX,cancelled,ORD
53863,JAX,houston,ORD
53864,JAX,enough,ORD
53865,JAX,deicing,ORD
53866,JAX,equipment,ORD
53867,JAX,big,ORD
53868,JAX,joke,ORD
53869,JAX,sent,ORD
53870,JAX,denver,ORD
53871,JAX,aspen,ORD
53872,JAX,chicago,ORD
53873,JAX,finally,ORD
53874,JAX,jacksonville,ORD
53875,JAX,2,ORD
53876,JAX,12,ORD
53877,JAX,hours,ORD
53878,JAX,late,ORD
53879,JAX,spent,ORD
53880,JAX,hours,ORD
53881,JAX,phone,ORD
53882,JAX,changing,ORD
53883,JAX,horrible,ORD
53884,JAX,itinerary,ORD
53885,JAX,assigned,ORD
53886,JAX,left,ORD
53887,JAX,chicago,ORD
53888,JAX,airport,ORD
53889,JAX,overnight,ORD
53890,JAX,voucher,ORD
53891,JAX,hotel,ORD
53892,JAX,lost,ORD
53893,JAX,entire,ORD
53894,JAX,family,ORD
53895,JAX,fl,ORD
53896,JAX,ridiculous,ORD
53897,JAX,say,ORD
53898,JAX,least,ORD
53899,ATL,apparently,ORD
53900,ATL,minor,ORD
53901,ATL,maintenance,ORD
53902,ATL,problems,ORD
53903,ATL,upon,ORD
53904,ATL,late,ORD
53905,ATL,arrival,ORD
53906,ATL,gate,ORD
53907,ATL,expect,ORD
53908,ATL,5,ORD
53909,ATL,maybe,ORD
53910,ATL,10,ORD
53911,ATL,delay,ORD
53912,ATL,40,ORD
53913,ATL,announcement,ORD
53914,ATL,long,ORD
53915,ATL,delay,ORD
53916,ATL,ramp,ORD
53917,ATL,information,ORD
53918,ATL,long,ORD
53919,ATL,delay,ORD
53920,ATL,penalty,ORD
53921,ATL,box,ORD
53922,ATL,little,ORD
53923,ATL,detail,ORD
53924,ATL,think,ORD
53925,ATL,happened,ORD
53926,ATL,cabin,ORD
53927,ATL,crew,ORD
53928,ATL,done,ORD
53929,ATL,much,ORD
53930,ATL,better,ORD
53931,ATL,job,ORD
53932,ATL,communicating,ORD
53933,LAX,economy,EWR
53934,LAX,gt,EWR
53935,LAX,basic,EWR
53936,LAX,economy,EWR
53937,LAX,dumb,EWR
53938,LAX,dumb,EWR
53939,LAX,idea,EWR
53940,LAX,wife,EWR
53941,LAX,experiencing,EWR
53942,LAX,sickness,EWR
53943,LAX,dizziness,EWR
53944,LAX,asked,EWR
53945,LAX,catrina,EWR
53946,LAX,flight,EWR
53947,LAX,attendant,EWR
53948,LAX,assistance,EWR
53949,LAX,rudely,EWR
53950,LAX,ignored,EWR
53951,LAX,wife,EWR
53952,LAX,collapsed,EWR
53953,LAX,floor,EWR
53954,LAX,outside,EWR
53955,LAX,bathroom,EWR
53956,LAX,refused,EWR
53957,LAX,offer,EWR
53958,LAX,assistance,EWR
53959,LAX,sit,EWR
53960,LAX,bathrooms,EWR
53961,LAX,galley,EWR
53962,LAX,unfortunately,EWR
53963,LAX,cell,EWR
53964,LAX,phone,EWR
53965,LAX,record,EWR
53966,LAX,experience,EWR
53967,LAX,flight,EWR
53968,LAX,attendant,EWR
53969,LAX,reluctantly,EWR
53970,LAX,offered,EWR
53971,LAX,cup,EWR
53972,LAX,ice,EWR
53973,LAX,single,EWR
53974,LAX,customer,EWR
53975,LAX,service,EWR
53976,LAX,experience,EWR
53977,LAX,ever,EWR
53978,LAX,encountered,EWR
53979,LAX,flight,EWR
53980,CLE,charging,ORD
53981,CLE,75,ORD
53982,CLE,earlier,ORD
53983,CLE,flight,ORD
53984,CLE,allows,ORD
53985,CLE,resell,ORD
53986,CLE,seat,ORD
53987,CLE,protection,ORD
53988,CLE,airlines,ORD
53989,CLE,experience,ORD
53990,CLE,delays,ORD
53991,CLE,allows,ORD
53992,CLE,passenger,ORD
53993,CLE,avoid,ORD
53994,CLE,delay,ORD
53995,CLE,weather,ORD
53996,CLE,missed,ORD
53997,CLE,connections,ORD
53998,CLE,seat,ORD
53999,CLE,later,ORD
54000,CLE,flight,ORD
54001,CLE,open,ORD
54002,CLE,less,ORD
54003,CLE,passenger,ORD
54004,CLE,protect,ORD
54005,CLE,original,ORD
54006,CLE,flight,ORD
54007,CLE,cancels,ORD
54008,CLE,anything,ORD
54009,CLE,charge,ORD
54010,CLE,missed,ORD
54011,CLE,flight,ORD
54012,CLE,ridiculous,ORD
54013,CLE,biz,ORD
54014,CLE,traveler,ORD
54015,CLE,must,ORD
54016,CLE,pay,ORD
54017,CLE,schedule,ORD
54018,CLE,enables,ORD
54019,CLE,earlier,ORD
54020,CLE,makes,ORD
54021,CLE,want,ORD
54022,CLE,change,ORD
54023,CLE,allegiance,ORD
54024,CLE,carrier,ORD
54025,EWR,requested,YUL
54026,EWR,wheelchair,YUL
54027,EWR,desks,YUL
54028,EWR,quarter,YUL
54029,EWR,feet,YUL
54030,EWR,difficult,YUL
54031,EWR,people,YUL
54032,EWR,showed,YUL
54033,EWR,top,YUL
54034,EWR,late,YUL
54035,EWR,wasnt,YUL
54036,EWR,flight,YUL
54037,EWR,delayed,YUL
54038,EWR,left,YUL
54039,EWR,eventually,YUL
54040,EWR,explained,YUL
54041,EWR,need,YUL
54042,EWR,check,YUL
54043,EWR,bags,YUL
54044,EWR,already,YUL
54045,EWR,checked,YUL
54046,EWR,phone,YUL
54047,EWR,took,YUL
54048,EWR,last,YUL
54049,EWR,asked,YUL
54050,EWR,steward,YUL
54051,EWR,please,YUL
54052,EWR,larger,YUL
54053,EWR,bag,YUL
54054,EWR,overhead,YUL
54055,EWR,compartment,YUL
54056,EWR,heavy,YUL
54057,EWR,heavy,YUL
54058,EWR,guess,YUL
54059,EWR,occurred,YUL
54060,EWR,disabled,YUL
54061,EWR,anyway,YUL
54062,EWR,passenger,YUL
54063,EWR,gave,YUL
54064,EWR,cane,YUL
54065,EWR,back,YUL
54066,EWR,end,YUL
54067,EWR,flight,YUL
54068,EWR,embrear,BUF
54069,EWR,jets,BUF
54070,EWR,horrible,BUF
54071,EWR,options,BUF
54072,EWR,different,BUF
54073,EWR,ai,BUF
54074,EWR,rt,BUF
54075,EWR,line,BUF
54076,EWR,away,BUF
54077,EWR,embraer,BUF
54078,LAS,impossible,EWR
54079,LAS,work,EWR
54080,LAS,economy,EWR
54081,LAS,person,EWR
54082,LAS,front,EWR
54083,LAS,puts,EWR
54084,LAS,seat,EWR
54085,LAS,back,EWR
54086,LAS,64,EWR
54087,LAS,couldnt,EWR
54088,LAS,small,EWR
54089,LAS,laptop,EWR
54090,LAS,tray,EWR
54091,LAS,table,EWR
54092,LAS,couldnt,EWR
54093,LAS,see,EWR
54094,LAS,screen,EWR
54095,LAS,laptop,EWR
54096,LAS,literally,EWR
54097,LAS,lap,EWR
54098,LAS,jetblue,EWR
54099,LAS,whenever,EWR
54100,LAS,plenty,EWR
54101,LAS,room,EWR
54102,LAS,seat,EWR
54103,LAS,hurt,EWR
54104,LAS,uniteds,EWR
54105,LAS,bottom,EWR
54106,LAS,line,EWR
54107,LAS,much,EWR
54108,LAS,seats,EWR
54109,LAS,trip,EWR
54110,LAS,bearable,EWR
54111,ROC,terrible,ORD
54112,ROC,ramp,ORD
54113,ROC,baggage,ORD
54114,ROC,service,ORD
54115,ROC,rochester,ORD
54116,ROC,terrible,ORD
54117,ROC,terrible,ORD
54118,ROC,gate,ORD
54119,ROC,occupied,ORD
54120,ROC,entire,ORD
54121,ROC,airport,ORD
54122,ROC,waited,ORD
54123,ROC,25,ORD
54124,ROC,unload,ORD
54125,ROC,30,ORD
54126,ROC,green,ORD
54127,ROC,tagged,ORD
54128,ROC,bags,ORD
54129,ROC,finish,ORD
54130,ROC,flight,ORD
54131,ROC,small,ORD
54132,ROC,number,ORD
54133,ROC,people,ORD
54134,ROC,unconscionable,ORD
54135,ROC,awful,ORD
54136,ROC,airport,ORD
54137,ROC,service,ORD
54138,PIT,flight,ORD
54139,PIT,friday,ORD
54140,PIT,12th,ORD
54141,PIT,january,ORD
54142,PIT,delayed,ORD
54143,PIT,hours,ORD
54144,PIT,gate,ORD
54145,PIT,changed,ORD
54146,PIT,b21,ORD
54147,PIT,f14,ORD
54148,PIT,utter,ORD
54149,PIT,chaos,ORD
54150,PIT,asked,ORD
54151,PIT,complete,ORD
54152,PIT,survey,ORD
54153,PIT,flight,ORD
54154,BOS,usual,ORD
54155,BOS,flight,ORD
54156,BOS,delayed,ORD
54157,BOS,talk,ORD
54158,BOS,concerned,ORD
54159,BOS,safety,ORD
54160,BOS,safe,ORD
54161,BOS,instead,ORD
54162,BOS,getting,ORD
54163,BOS,airport,ORD
54164,BOS,900,ORD
54165,BOS,pm,ORD
54166,BOS,putting,ORD
54167,BOS,room,ORD
54168,BOS,1100,ORD
54169,BOS,pm,ORD
54170,BOS,night,ORD
54171,BOS,1200,ORD
54172,BOS,room,ORD
54173,BOS,200,ORD
54174,BOS,absolutely,ORD
54175,BOS,fed,ORD
54176,BOS,company,ORD
54177,BOS,service,ORD
54178,BOS,stinks,ORD
54179,BOS,ohare,ORD
54180,BOS,home,ORD
54181,BOS,airport,ORD
54182,BOS,ontime,ORD
54183,BOS,departure,ORD
54184,BOS,arrival,ORD
54185,BOS,terrible,ORD
54186,BOS,find,ORD
54187,BOS,absoultely,ORD
54188,BOS,slap,ORD
54189,BOS,face,ORD
54190,BOS,silver,ORD
54191,BOS,member,ORD
54192,BOS,pay,ORD
54193,BOS,75,ORD
54194,BOS,standby,ORD
54195,BOS,earlier,ORD
54196,BOS,flight,ORD
54197,BOS,late,ORD
54198,BOS,life,ORD
54199,BOS,risk,ORD
54200,BOS,sorry,ORD
54201,BOS,inconvienced,ORD
54202,BOS,joke,ORD
54203,BOS,drive,ORD
54204,BOS,anythime,ORD
54205,BOS,trip,ORD
54206,BOS,5,ORD
54207,BOS,hours5,ORD
54208,BOS,hours,ORD
54209,BOS,service,ORD
54210,BOS,usual,ORD
54211,BOS,ignored,ORD
54212,BOS,trite,ORD
54213,BOS,letter,ORD
54214,BOS,telling,ORD
54215,BOS,sorry,ORD
54216,BOS,year,ORD
54217,BOS,nonsense,ORD
54218,ORD,uncomfortable,LAX
54219,ORD,experience,LAX
54220,ORD,specially,LAX
54221,ORD,newer,LAX
54222,ORD,60,LAX
54223,ORD,knees,LAX
54224,ORD,almost,LAX
54225,ORD,hit,LAX
54226,ORD,seat,LAX
54227,ORD,front,LAX
54228,ORD,cannot,LAX
54229,ORD,comfortable,LAX
54230,ORD,older,LAX
54231,ORD,planes,LAX
54232,ORD,leg,LAX
54233,ORD,room,LAX
54234,ORD,new,LAX
54235,ORD,ones,LAX
54236,ORD,whats,LAX
54237,ORD,improving,LAX
54238,ORD,flying,LAX
54239,ORD,experience,LAX
54240,ORD,making,LAX
54241,ORD,torturous,LAX
54242,ORD,experience,LAX
54243,ORD,happy,LAX
54244,ORD,forced,LAX
54245,ORD,check,LAX
54246,ORD,bag,LAX
54247,ORD,ticket,LAX
54248,ORD,ticket,LAX
54249,ORD,required,LAX
54250,ORD,check,LAX
54251,ORD,luggage,LAX
54252,ORD,aslo,LAX
54253,ORD,trip,LAX
54254,ORD,chicago,LAX
54255,ORD,los,LAX
54256,ORD,angeles,LAX
54257,ORD,bag,LAX
54258,ORD,checkin,LAX
54259,ORD,experience,LAX
54260,ORD,terrible,LAX
54261,ORD,long,LAX
54262,ORD,chreck,LAX
54263,ORD,enough,LAX
54264,ORD,staff,LAX
54265,ORD,biggest,BHM
54266,ORD,problem,BHM
54267,ORD,communication,BHM
54268,ORD,passengers,BHM
54269,ORD,learned,BHM
54270,ORD,personal,BHM
54271,ORD,devices,BHM
54272,ORD,gate,BHM
54273,ORD,attendant,BHM
54274,ORD,help,BHM
54275,ORD,everything,BHM
54276,ORD,bhm,BHM
54277,ORD,closed,BHM
54278,ORD,perceived,BHM
54279,ORD,weather,BHM
54280,ORD,happened,BHM
54281,ORD,pre,DEN
54282,ORD,check,DEN
54283,ORD,bags,DEN
54284,ORD,accounted,DEN
54285,ORD,arrived,DEN
54286,ORD,airport,DEN
54287,ORD,forced,DEN
54288,ORD,pay,DEN
54289,ORD,additional,DEN
54290,ORD,265,DEN
54291,ORD,dollars,DEN
54292,ORD,bags,DEN
54293,ORD,dont,DEN
54294,ORD,agree,DEN
54295,ORD,werent,DEN
54296,ORD,time,DEN
54297,ORD,crunch,DEN
54298,ORD,fought,DEN
54299,ORD,charges,DEN
54300,ORD,manager,DEN
54301,ORD,group,DEN
54302,ORD,six,DEN
54303,ORD,people,DEN
54304,ORD,tickets,DEN
54305,ORD,purchased,DEN
54306,ORD,person,DEN
54307,ORD,time,DEN
54308,ORD,think,DEN
54309,ORD,seats,DEN
54310,ORD,together,DEN
54311,ORD,literally,DEN
54312,ORD,scattered,DEN
54313,ORD,apparent,DEN
54314,ORD,reason,DEN
54315,ORD,reasons,DEN
54316,ORD,travel,DEN
54317,ORD,unless,DEN
54318,ORD,option,DEN
54319,ORD,room,BOS
54320,ORD,seats,BOS
54321,ORD,uncomfortable,BOS
54322,ORF,ridiculous,ORD
54323,ORF,allow,ORD
54324,ORF,personal,ORD
54325,ORF,item,ORD
54326,ORF,pay,ORD
54327,ORF,checked,ORD
54328,ORF,bags,ORD
54329,ORF,pay,ORD
54330,ORF,wifi,ORD
54331,ORF,3,ORD
54332,ORF,hours,ORD
54333,ORF,big,ORD
54334,ORF,inconvenience,ORD
54335,FRA,departure,ORD
54336,FRA,process,ORD
54337,FRA,ord,ORD
54338,FRA,gate,ORD
54339,FRA,ive,ORD
54340,FRA,ever,ORD
54341,FRA,seen,ORD
54342,FRA,given,ORD
54343,FRA,clear,ORD
54344,FRA,updates,ORD
54345,FRA,flight,ORD
54346,FRA,eventually,ORD
54347,FRA,delayed,ORD
54348,FRA,although,ORD
54349,FRA,monitor,ORD
54350,FRA,equipment,ORD
54351,FRA,issue,ORD
54352,FRA,stated,ORD
54353,FRA,gate,ORD
54354,FRA,agent,ORD
54355,FRA,changed,ORD
54356,FRA,minds,ORD
54357,FRA,multiple,ORD
54358,FRA,times,ORD
54359,FRA,doors,ORD
54360,FRA,use,ORD
54361,FRA,load,ORD
54362,FRA,airplane,ORD
54363,FRA,realized,ORD
54364,FRA,late,ORD
54365,FRA,process,ORD
54366,FRA,catering,ORD
54367,FRA,finished,ORD
54368,ORD,last,MSP
54369,ORD,minute,MSP
54370,ORD,funeral,MSP
54371,ORD,purchased,MSP
54372,ORD,economy,MSP
54373,ORD,flight,MSP
54374,ORD,last,MSP
54375,ORD,minute,MSP
54376,ORD,expensive,MSP
54377,ORD,learned,MSP
54378,ORD,economy,MSP
54379,ORD,ticket,MSP
54380,ORD,check,MSP
54381,ORD,carry,MSP
54382,ORD,needed,MSP
54383,ORD,carry,MSP
54384,ORD,29,MSP
54385,ORD,stay,MSP
54386,ORD,pay,MSP
54387,ORD,25,MSP
54388,ORD,fee,MSP
54389,ORD,inconsiderate,MSP
54390,ORD,business,MSP
54391,ORD,model,MSP
54392,ORD,recommend,MSP
54393,ORD,anyone,MSP
54394,FLL,first,EWR
54395,FLL,flight,EWR
54396,FLL,delayed,EWR
54397,FLL,sat,EWR
54398,FLL,board,EWR
54399,FLL,therefore,EWR
54400,FLL,time,EWR
54401,FLL,boarding,EWR
54402,FLL,connecting,EWR
54403,FLL,flight,EWR
54404,FLL,unable,EWR
54405,FLL,buy,EWR
54406,FLL,food,EWR
54407,FLL,airport,EWR
54408,FLL,snacks,EWR
54409,FLL,available,EWR
54410,FLL,dinner,EWR
54411,FLL,time,EWR
54412,FLL,flight,EWR
54413,FLL,first,EWR
54414,FLL,time,EWR
54415,FLL,annoying,EWR
54416,FLL,pilot,EWR
54417,FLL,needs,EWR
54418,FLL,practice,EWR
54419,FLL,landing,EWR
54420,FLL,horrible,EWR
54421,FLL,experience,EWR
54422,FLL,unlike,EWR
54423,FLL,flight,EWR
54424,FLL,newark,EWR
54425,FLL,ft,EWR
54426,FLL,lauderdale,EWR
54427,LAX,older,EWR
54428,LAX,side,EWR
54429,LAX,kind,EWR
54430,LAX,dirty,EWR
54431,LAX,disgusting,EWR
54432,LAX,gate,EWR
54433,LAX,airport,EWR
54434,CHS,planes,EWR
54435,CHS,desperate,EWR
54436,CHS,need,EWR
54437,CHS,updated,EWR
54438,CHS,seats,EWR
54439,CHS,torn,EWR
54440,CHS,dirty,EWR
54441,CHS,reflect,EWR
54442,CHS,brand,EWR
54443,CHS,additionally,EWR
54444,CHS,constant,EWR
54445,CHS,delays,EWR
54446,CHS,flight,EWR
54447,CHS,crew,EWR
54448,CHS,unacceptable,EWR
54449,DCA,upset,EWR
54450,DCA,luggage,EWR
54451,DCA,newark,EWR
54452,DCA,dc,EWR
54453,DCA,went,EWR
54454,DCA,secondary,EWR
54455,DCA,screening,EWR
54456,DCA,crazy,EWR
54457,DCA,considering,EWR
54458,DCA,picked,EWR
54459,DCA,customs,EWR
54460,DCA,connecting,EWR
54461,DCA,flight,EWR
54462,DCA,check,EWR
54463,DCA,opened,EWR
54464,DCA,bag,EWR
54465,DCA,everything,EWR
54466,DCA,back,EWR
54467,DCA,mess,EWR
54468,DCA,things,EWR
54469,DCA,broken,EWR
54470,DCA,nothing,EWR
54471,DCA,value,EWR
54472,DCA,upsetting,EWR
54473,BRU,gate,EWR
54474,BRU,attendant,EWR
54475,BRU,extremely,EWR
54476,BRU,rude,EWR
54477,BRU,seat,EWR
54478,BRU,heading,EWR
54479,BRU,ba,EWR
54480,BRU,k,EWR
54481,BRU,yo,EWR
54482,BRU,seat,EWR
54483,BRU,flight,EWR
54484,BRU,attendant,EWR
54485,BRU,tells,EWR
54486,BRU,fine,EWR
54487,BRU,rude,EWR
54488,BRU,need,EWR
54489,BRU,training,EWR
54490,BRU,gate,EWR
54491,BRU,agents,EWR
54492,BRU,terrible,EWR
54493,BRU,boarding,EWR
54494,BRU,process,EWR
54495,BRU,dinner,EWR
54496,BRU,chicken,EWR
54497,BRU,rice,EWR
54498,BRU,disgusting,EWR
54499,BRU,usually,EWR
54500,BRU,dont,EWR
54501,BRU,complain,EWR
54502,BRU,airplane,EWR
54503,BRU,food,EWR
54504,BRU,spectacularly,EWR
54505,BRU,awful,EWR
54506,EWR,food,FLL
54507,EWR,seat,FLL
54508,EWR,tray,FLL
54509,EWR,dirty,FLL
54510,EWR,flight,FLL
54511,EWR,fine,FLL
54512,EWR,1st,FLL
54513,EWR,flight,FLL
54514,EWR,traveling,FLL
54515,EWR,ft,FLL
54516,EWR,lauderdale,FLL
54517,EWR,january,FLL
54518,EWR,9th,FLL
54519,EWR,disgusting,FLL
54520,EWR,1st,FLL
54521,EWR,class,FLL
54522,EWR,cabin,FLL
54523,EWR,seat,FLL
54524,EWR,1b,FLL
54525,EWR,gum,FLL
54526,EWR,stuck,FLL
54527,EWR,center,FLL
54528,EWR,console,FLL
54529,EWR,tray,FLL
54530,EWR,table,FLL
54531,EWR,center,FLL
54532,EWR,area,FLL
54533,EWR,filthy,FLL
54534,EWR,dirty,FLL
54535,EWR,disappointed,FLL
54536,EWR,disgusted,FLL
54537,EWR,information,PBI
54538,EWR,regarding,PBI
54539,EWR,delay,PBI
54540,EWR,slow,PBI
54541,EWR,coming,PBI
54542,EWR,incoirrect,PBI
54543,EWR,changed,PBI
54544,EWR,several,PBI
54545,EWR,times,PBI
54546,EWR,information,PBI
54547,EWR,given,PBI
54548,EWR,cause,PBI
54549,EWR,delay,PBI
54550,EWR,asked,PBI
54551,EWR,incoming,PBI
54552,EWR,delayed,PBI
54553,EWR,answer,PBI
54554,EWR,forthcoming,PBI
54555,EWR,survey,PBI
54556,EWR,really,PBI
54557,EWR,flight,PBI
54558,EWR,ewr,PBI
54559,EWR,pbi,PBI
54560,EWR,112,PBI
54561,EWR,horrible,PBI
54562,EWR,wasnt,PBI
54563,EWR,experience,PBI
54564,EWR,ive,PBI
54565,EWR,ever,PBI
54566,EWR,far,PBI
54567,EWR,communication,PBI
54568,EWR,epic,PBI
54569,EWR,failure,PBI
54570,EWR,part,PBI
54571,EWR,line,PBI
54572,EWR,security,PBI
54573,EWR,fire,PBI
54574,EWR,earlier,PBI
54575,EWR,airport,PBI
54576,EWR,absurd,PBI
54577,EWR,airportunited,PBI
54578,EWR,staff,PBI
54579,EWR,knew,PBI
54580,EWR,nothing,PBI
54581,EWR,grounded,PBI
54582,EWR,fact,PBI
54583,EWR,cant,PBI
54584,EWR,believe,PBI
54585,EWR,made,PBI
54586,EWR,flight,PBI
54587,EWR,cant,PBI
54588,EWR,believe,PBI
54589,EWR,time,PBI
54590,EWR,cant,PBI
54591,EWR,believe,PBI
54592,EWR,nothing,PBI
54593,EWR,communicated,PBI
54594,EWR,hours,PBI
54595,EWR,prior,PBI
54596,EWR,flight,PBI
54597,EWR,let,PBI
54598,EWR,travelers,PBI
54599,EWR,know,PBI
54600,EWR,airport,PBI
54601,EWR,early,PBI
54602,EWR,alert,PBI
54603,EWR,app,PBI
54604,EWR,email,PBI
54605,EWR,nothing,PBI
54606,EWR,missed,PBI
54607,EWR,flight,PBI
54608,EWR,responsible,PBI
54609,EWR,changing,PBI
54610,EWR,flight,PBI
54611,EWR,unacceptable,PBI
54612,EWR,disappointed,PBI
54613,EWR,boarding,PBI
54614,EWR,chaos,PBI
54615,EWR,people,PBI
54616,EWR,allowed,PBI
54617,EWR,board,PBI
54618,EWR,oversized,PBI
54619,EWR,carry,PBI
54620,EWR,23,PBI
54621,EWR,flight,PBI
54622,EWR,boarding,PBI
54623,EWR,group,PBI
54624,EWR,2,PBI
54625,EWR,boarding,PBI
54626,EWR,system,PBI
54627,EWR,doesnt,PBI
54628,EWR,work,PBI
54629,EWR,causes,PBI
54630,EWR,stress,PBI
54631,EWR,passengers,PBI
54632,EWR,people,PBI
54633,EWR,cut,PBI
54634,EWR,lines,PBI
54635,EWR,back,PBI
54636,EWR,boarding,PBI
54637,EWR,rows,PBI
54638,EWR,delay,PBI
54639,EWR,pbi,PBI
54640,EWR,lengthened,PBI
54641,EWR,every,PBI
54642,EWR,passenger,PBI
54643,EWR,allowed,PBI
54644,EWR,2,PBI
54645,EWR,pieces,PBI
54646,EWR,carry,PBI
54647,EWR,personal,PBI
54648,EWR,items,PBI
54649,EWR,fit,PBI
54650,EWR,taken,PBI
54651,EWR,gate,PBI
54652,EWR,checked,PBI
54653,EWR,full,PBI
54654,EWR,oversold,PBI
54655,EWR,flight,PBI
54656,EWR,taking,PBI
54657,EWR,later,PBI
54658,EWR,boarding,PBI
54659,EWR,passengers,PBI
54660,EWR,gate,PBI
54661,EWR,checking,PBI
54662,EWR,immediately,PBI
54663,EWR,prevented,PBI
54664,EWR,captain,PBI
54665,EWR,cabin,PBI
54666,EWR,crew,PBI
54667,EWR,needed,PBI
54668,EWR,boarded,PBI
54669,EWR,wheels,PBI
54670,EWR,1930,PBI
54671,EWR,meet,PBI
54672,EWR,revised,PBI
54673,EWR,departure,PBI
54674,EWR,time,PBI
54675,EWR,clearly,PBI
54676,EWR,trying,PBI
54677,EWR,fit,PBI
54678,EWR,carryon,PBI
54679,EWR,bins,PBI
54680,EWR,ever,PBI
54681,EWR,possible,PBI
54682,EWR,full,PBI
54683,EWR,flight,PBI
54684,EWR,going,PBI
54685,EWR,impossible,PBI
54686,EWR,moving,PBI
54687,EWR,gate,PBI
54688,EWR,check,PBI
54689,EWR,earlier,PBI
54690,EWR,made,PBI
54691,EWR,possible,PBI
54692,EWR,avoided,PBI
54693,EWR,additional,PBI
54694,EWR,delay,PBI
54695,EWR,newark,PBI
54696,EWR,space,PBI
54697,EWR,seats,PBI
54698,EWR,horrible,PBI
54699,LAS,flight,EWR
54700,LAS,attendants,EWR
54701,LAS,attentive,EWR
54702,LAS,spent,EWR
